        #height (Mm)       gravity (cm/s^2)          dP/dz                         density (g/cm^3)        dRho/dz                sound speed (cm/s)
          1.12500000     -27310.24804688     -8.78651178E-07      2.21727098E-11     -1.77381500E-18        7.417666E+05
          1.14999998     -27308.27734375     -7.19378875E-07      1.81534753E-11     -1.45227656E-18        7.417666E+05
          1.17499995     -27306.30664062     -5.88977400E-07      1.48628106E-11     -1.18902943E-18        7.417666E+05
          1.20000005     -27304.33398438     -4.82213409E-07      1.21686359E-11     -9.73489941E-19        7.417666E+05
          1.22500002     -27302.36328125     -3.94803124E-07      9.96283958E-12     -7.97026364E-19        7.417666E+05
          1.25000000     -27300.39257812     -3.23237543E-07      8.15688402E-12     -6.52550067E-19        7.417666E+05
          1.27499998     -27298.41992188     -2.64644200E-07      6.67828987E-12     -5.34262671E-19        7.417665E+05
          1.29999995     -27296.44921875     -2.16672277E-07      5.46772263E-12     -4.37417399E-19        7.417666E+05
          1.32500005     -27294.47656250     -1.77395933E-07      4.47659141E-12     -3.58126967E-19        7.417666E+05
          1.35000002     -27292.50585938     -1.45239412E-07      3.66512376E-12     -2.93209600E-19        7.417666E+05
          1.37500000     -27290.53515625     -1.18911998E-07      3.00075004E-12     -2.40059756E-19        7.417666E+05
          1.39999998     -27288.56250000     -9.73567182E-08      2.45680538E-12     -1.96545183E-19        7.417666E+05
          1.42499995     -27286.59179688     -7.97088120E-08      2.01146261E-12     -1.60917623E-19        7.417665E+05
          1.45000005     -27284.62109375     -6.52599041E-08      1.64684585E-12     -1.31747538E-19        7.417665E+05
          1.47500002     -27282.64843750     -5.34301385E-08      1.34832358E-12     -1.07865270E-19        7.417665E+05
          1.50000000     -27280.67773438     -4.37448406E-08      1.10391427E-12     -8.83130528E-20        7.417666E+05
          1.52499998     -27278.70507812     -3.58151766E-08      9.03808712E-13     -7.23049753E-20        7.417666E+05
          1.54999995     -27276.73437500     -2.93228162E-08      7.39975410E-13     -5.91982597E-20        7.417666E+05
          1.57500005     -27274.76367188     -2.40073561E-08      6.05840736E-13     -4.84672101E-20        7.417666E+05
          1.60000002     -27272.79101562     -1.96554399E-08      4.96020542E-13     -3.96816053E-20        7.417665E+05
          1.62500000     -27270.82031250     -1.60924092E-08      4.06107331E-13     -3.24885558E-20        7.417666E+05
          1.64999998     -27268.84960938     -1.31752529E-08      3.32492633E-13     -2.65993852E-20        7.417666E+05
          1.67499995     -27266.87695312     -1.07868470E-08      2.72221725E-13     -2.17778205E-20        7.417665E+05
          1.70000005     -27264.90625000     -8.83140405E-09      2.22876351E-13     -1.78300897E-20        7.417666E+05
          1.72500002     -27262.93359375     -7.23043270E-09      1.82475766E-13     -1.45980463E-20        7.417666E+05
          1.75000000     -27260.96289062     -5.91966964E-09      1.49398533E-13     -1.19518713E-20        7.417666E+05
          1.77499998     -27258.99218750     -4.84651030E-09      1.22317209E-13     -9.78536732E-21        7.417665E+05
          1.79999995     -27257.01953125     -3.96787714E-09      1.00144780E-13     -8.01161259E-21        7.417666E+05
          1.82500005     -27255.04882812     -3.24851590E-09      8.19916238E-14     -6.55932335E-21        7.417666E+05
          1.85000002     -27253.07812500     -2.65956257E-09      6.71290755E-14     -5.37032069E-21        7.417666E+05
          1.87500000     -27251.10546875     -2.17737517E-09      5.49606510E-14     -4.39684785E-21        7.417666E+05
          1.89999998     -27249.13476562     -1.78259585E-09      4.49979816E-14     -3.59983510E-21        7.417666E+05
          1.92499995     -27247.16210938     -1.45938062E-09      3.68412034E-14     -2.94730753E-21        7.417666E+05
          1.95000005     -27245.19140625     -1.19476373E-09      3.01630330E-14     -2.41304034E-21        7.417665E+05
          1.97500002     -27243.22070312     -9.78123249E-10      2.46954082E-14     -1.97563062E-21        7.417666E+05
          2.00000000     -27241.24804688     -8.00762401E-10      2.02188933E-14     -1.61750988E-21        7.417666E+05
          2.02500010     -27239.27734375     -6.55562438E-10      1.65538342E-14     -1.32430546E-21        7.417666E+05
          2.04999995     -27237.30664062     -5.36691636E-10      1.35531218E-14     -1.08425385E-21        7.417666E+05
          2.07500005     -27235.33398438     -4.39379338E-10      1.10963603E-14     -8.87712220E-22        7.417666E+05
          2.09999990     -27233.36328125     -3.59719199E-10      9.08493319E-15     -7.26790502E-22        7.417666E+05
          2.12500000     -27231.39062500     -2.94510499E-10      7.43811564E-15     -5.95045884E-22        7.417666E+05
          2.15000010     -27229.41992188     -2.41131365E-10      6.08981537E-15     -4.87187065E-22        7.417666E+05
          2.17499995     -27227.44921875     -1.97436484E-10      4.98591502E-15     -3.98874731E-22        7.417665E+05
          2.20000005     -27225.47656250     -1.61669456E-10      4.08212282E-15     -3.26571072E-22        7.417666E+05
          2.22499990     -27223.50585938     -1.32390529E-10      3.34216013E-15     -2.67371290E-22        7.417666E+05
          2.25000000     -27221.53515625     -1.08422007E-10      2.73632977E-15     -2.18905140E-22        7.417666E+05
          2.27500010     -27219.56250000     -8.87988225E-11      2.24031787E-15     -1.79226118E-22        7.417666E+05
          2.29999995     -27217.59179688     -7.27313626E-11      1.83421554E-15     -1.46737797E-22        7.417666E+05
          2.32500005     -27215.61914062     -5.95743385E-11      1.50172896E-15     -1.20138770E-22        7.417666E+05
          2.34999990     -27213.64843750     -4.87990481E-11      1.22951195E-15     -9.83603968E-23        7.417666E+05
          2.37500000     -27211.67773438     -3.99731533E-11      1.00663947E-15     -8.05307014E-23        7.417666E+05
          2.40000010     -27209.70507812     -3.27437105E-11      8.24166816E-16     -6.59335940E-23        7.417666E+05
          2.42499995     -27207.73437500     -2.68214357E-11      6.74770216E-16     -5.39818212E-23        7.417666E+05
          2.45000005     -27205.76367188     -2.19696414E-11      5.52455217E-16     -4.41961657E-23        7.417666E+05
          2.47499990     -27203.79101562     -1.79948573E-11      4.52312206E-16     -3.61851160E-23        7.417666E+05
          2.50000000     -27201.82031250      4.02061370E-11      3.70321613E-16     -2.96258417E-23        7.417666E+05
